Drop ID,,,Title,,Airport Code,Continent
214874,https://poap.gallery/drops/214874,https://app.poap2rss.com/event/214874?nowarning=1,I passed through Kotoka International Airport (ACC) in 2026,TRUE,ACC,Africa
214870,https://poap.gallery/drops/214870,https://app.poap2rss.com/event/214870?nowarning=1,I passed through Addis Ababa Bole International Airport (ADD) in 2026,TRUE,ADD,Africa
214921,https://poap.gallery/drops/214921,https://app.poap2rss.com/event/214921?nowarning=1,I passed through Aeroparque Jorge Newbery (AEP) in 2026,FALSE,AEP,South America
218112,https://poap.gallery/drops/218112,https://app.poap2rss.com/event/218112?nowarning=1,I passed through Auckland Airport (AKL) in 2026,TRUE,AKL,Oceania
214903,https://poap.gallery/drops/214903,https://app.poap2rss.com/event/214903?nowarning=1,I passed through Amsterdam Airport Schiphol (AMS) in 2026,FALSE,AMS,Europe
218114,https://poap.gallery/drops/218114,https://app.poap2rss.com/event/218114?nowarning=1,I passed through Athens International Airport Eleftherios Venizelos (ATH) in 2026,FALSE,ATH,Europe
214929,https://poap.gallery/drops/214929,https://app.poap2rss.com/event/214929?nowarning=1,I passed through Hartsfield-Jackson Atlanta International Airport (ATL) in 2026,FALSE,ATL,North America
216411,https://poap.gallery/drops/216411,https://app.poap2rss.com/event/216411?nowarning=1,I passed through Austin-Bergstorm International Airport (AUS) in 2026,FALSE,AUS,North America
216406,https://poap.gallery/drops/216406,https://app.poap2rss.com/event/216406?nowarning=1,I passed through Antalya Airport (AYT) in 2026,FALSE,AYT,Europe
214892,https://poap.gallery/drops/214892,https://app.poap2rss.com/event/214892?nowarning=1,I passed through Barcelona-El Prat Airport (BCN) in 2026,FALSE,BCN,Europe
214904,https://poap.gallery/drops/214904,https://app.poap2rss.com/event/214904?nowarning=1,I passed through Belgrade Nikola Tesla Airport (BEG) in 2026,FALSE,BEG,Europe
214905,https://poap.gallery/drops/214905,https://app.poap2rss.com/event/214905?nowarning=1,I passed through Berlin Brandenburg Airport (BER) in 2026,FALSE,BER,Europe
216423,https://poap.gallery/drops/216423,https://app.poap2rss.com/event/216423?nowarning=1,I passed through Suvarnabhumi Airport (BKK) in 2026,FALSE,BKK,Asia
214886,https://poap.gallery/drops/214886,https://app.poap2rss.com/event/214886?nowarning=1,I passed through Kempegowda International Airport (BLR) in 2026,FALSE,BLR,Asia
216414,https://poap.gallery/drops/216414,https://app.poap2rss.com/event/216414?nowarning=1,I passed through Brisbane Airport (BNE) in 2026,TRUE,BNE,Oceania
214914,https://poap.gallery/drops/214914,https://app.poap2rss.com/event/214914?nowarning=1,I passed through El Dorado International Airport (BOG) in 2026,FALSE,BOG,South America
214887,https://poap.gallery/drops/214887,https://app.poap2rss.com/event/214887?nowarning=1,I passed through Chhatrapati Shivaji Maharaj International Airport (BOM) in 2026,FALSE,BOM,Asia
218239,https://poap.gallery/drops/218239,https://app.poap2rss.com/event/218239?nowarning=1,I passed through Bari Karol Wojtyla Airport (BRI) in 2026,FALSE,BRI,Europe
218243,https://poap.gallery/drops/218243,https://app.poap2rss.com/event/218243?nowarning=1,"I passed through Manas International Airport, Bishkek (BSZ) in 2026",FALSE,BSZ,Asia
214895,https://poap.gallery/drops/214895,https://app.poap2rss.com/event/214895?nowarning=1,I passed through M. R. Stefanik Airport (BTS) in 2026,FALSE,BTS,Europe
214908,https://poap.gallery/drops/214908,https://app.poap2rss.com/event/214908?nowarning=1,I passed through Charles de Gaulle Airport (CDG) in 2026,FALSE,CDG,Europe
214919,https://poap.gallery/drops/214919,https://app.poap2rss.com/event/214919?nowarning=1,I passed through Congonhas Airport (CGH) in 2026,FALSE,CGH,South America
216415,https://poap.gallery/drops/216415,https://app.poap2rss.com/event/216415?nowarning=1,I passed through Cologne Bonn Airport (CGN) in 2026,FALSE,CGN,Europe
218113,https://poap.gallery/drops/218113,https://app.poap2rss.com/event/218113?nowarning=1,I passed through Christchurch Airport (CHC) in 2026,TRUE,CHC,Oceania
214897,https://poap.gallery/drops/214897,https://app.poap2rss.com/event/214897?nowarning=1,I passed through Cluj Avram Iancu International Airport (CLJ) in 2026,FALSE,CLJ,Europe
214873,https://poap.gallery/drops/214873,https://app.poap2rss.com/event/214873?nowarning=1,I passed through Cape Town International Airport (CPT) in 2026,TRUE,CPT,Africa
216421,https://poap.gallery/drops/216421,https://app.poap2rss.com/event/216421?nowarning=1,I passed through Rafael Núñez International Airport (CTG) in 2026,FALSE,CTG,South America
214924,https://poap.gallery/drops/214924,https://app.poap2rss.com/event/214924?nowarning=1,I passed through Cancun International Airport (CUN) in 2026,FALSE,CUN,North America
216422,https://poap.gallery/drops/216422,https://app.poap2rss.com/event/216422?nowarning=1,I passed through Cadriff Airport (CWL) in 2026,FALSE,CWL,Europe
214888,https://poap.gallery/drops/214888,https://app.poap2rss.com/event/214888?nowarning=1,I passed through Indira Gandhi International Airport (DEL) in 2026,FALSE,DEL,Asia
214869,https://poap.gallery/drops/214869,https://app.poap2rss.com/event/214869?nowarning=1,I passed through Denver International Airport (DEN) in 2026,FALSE,DEN,North America
214932,https://poap.gallery/drops/214932,https://app.poap2rss.com/event/214932?nowarning=1,I passed through Dallas Fortworth International Airport (DFW) in 2026,FALSE,DFW,North America
216419,https://poap.gallery/drops/216419,https://app.poap2rss.com/event/216419?nowarning=1,I passed through Detroit Metro Airport (DTW) in 2026,FALSE,DTW,North America
214896,https://poap.gallery/drops/214896,https://app.poap2rss.com/event/214896?nowarning=1,I passed through Dublin Airport (DUB) in 2026,FALSE,DUB,Europe
214889,https://poap.gallery/drops/214889,https://app.poap2rss.com/event/214889?nowarning=1,I passed through Dubai international Airport (DXB) in 2026,FALSE,DXB,Asia
214937,https://poap.gallery/drops/214937,https://app.poap2rss.com/event/214937?nowarning=1,I passed through Newark Liberty International Airport (EWR) in 2026,FALSE,EWR,North America
214922,https://poap.gallery/drops/214922,https://app.poap2rss.com/event/214922?nowarning=1,I passed through Ezeiza International Airport (EZE) in 2026,FALSE,EZE,South America
214901,https://poap.gallery/drops/214901,https://app.poap2rss.com/event/214901?nowarning=1,I passed through Leonardo da Vinci-Fiumicino Airport (FCO) in 2026,FALSE,FCO,Europe
214906,https://poap.gallery/drops/214906,https://app.poap2rss.com/event/214906?nowarning=1,I passed through Frankfurt Airport (FRA) in 2026,FALSE,FRA,Europe
214917,https://poap.gallery/drops/214917,https://app.poap2rss.com/event/214917?nowarning=1,I passed through Rio de Janeiro Galeao International Airport (GIG) in 2026,FALSE,GIG,South America
214920,https://poap.gallery/drops/214920,https://app.poap2rss.com/event/214920?nowarning=1,I passed through Sao Paulo-Guarulhos International Airport (GRU) in 2026,FALSE,GRU,South America
216407,https://poap.gallery/drops/216407,https://app.poap2rss.com/event/216407?nowarning=1,I passed through Geneva International Airport (GVA) in 2026,FALSE,GVA,Europe
214880,https://poap.gallery/drops/214880,https://app.poap2rss.com/event/214880?nowarning=1,I passed through Hong Kong International Airport (HKG) in 2026,FALSE,HKG,Asia
214884,https://poap.gallery/drops/214884,https://app.poap2rss.com/event/214884?nowarning=1,I passed through Haneda Airport (HND) in 2026,FALSE,HND,Asia
214939,https://poap.gallery/drops/214939,https://app.poap2rss.com/event/214939?nowarning=1,I passed through Washington Dulles International (IAD) in 2026,FALSE,IAD,North America
214931,https://poap.gallery/drops/214931,https://app.poap2rss.com/event/214931?nowarning=1,I passed through George Bush Intercontinental Airport (IAH) in 2026,FALSE,IAH,North America
214885,https://poap.gallery/drops/214885,https://app.poap2rss.com/event/214885?nowarning=1,I passed through Incheon International Airport (ICN) in 2026,FALSE,ICN,Asia
214890,https://poap.gallery/drops/214890,https://app.poap2rss.com/event/214890?nowarning=1,I passed through Istanbul Airport (IST) in 2026,FALSE,IST,Europe
214938,https://poap.gallery/drops/214938,https://app.poap2rss.com/event/214938?nowarning=1,I passed through John F. Kennedy International Airport (JFK) in 2026,FALSE,JFK,North America
214871,https://poap.gallery/drops/214871,https://app.poap2rss.com/event/214871?nowarning=1,I passed through O. R. Tambo International Airport (JNB) in 2026,TRUE,JNB,Africa
218241,https://poap.gallery/drops/218241,https://app.poap2rss.com/event/218241?nowarning=1,I passed through Kyiv Boryspil Airport (KBP) in 2026,FALSE,KBP,Europe
218238,https://poap.gallery/drops/218238,https://app.poap2rss.com/event/218238?nowarning=1,I passed through Kansai International Airport (KIX) in 2026,FALSE,KIX,Asia
216410,https://poap.gallery/drops/216410,https://app.poap2rss.com/event/216410?nowarning=1,I passed through Klagenfurt Airport (KLU) in 2026,FALSE,KLU,Europe
214940,https://poap.gallery/drops/214940,https://app.poap2rss.com/event/214940?nowarning=1,I passed through Harry Reid International Airport (LAS) in 2026,FALSE,LAS,North America
214934,https://poap.gallery/drops/214934,https://app.poap2rss.com/event/214934?nowarning=1,I passed through Los Angeles International Airport (LAX) in 2026,FALSE,LAX,North America
216412,https://poap.gallery/drops/216412,https://app.poap2rss.com/event/216412?nowarning=1,I passed through A Coruña Airport (LCG) in 2026,FALSE,LCG,Europe
214899,https://poap.gallery/drops/214899,https://app.poap2rss.com/event/214899?nowarning=1,I passed through London Heathrow Airport (LHR) in 2026,FALSE,LHR,Europe
214909,https://poap.gallery/drops/214909,https://app.poap2rss.com/event/214909?nowarning=1,I passed through Jorge Chavez International Airport (LIM) in 2026,FALSE,LIM,South America
214900,https://poap.gallery/drops/214900,https://app.poap2rss.com/event/214900?nowarning=1,I passed through Humberto Delgado Airport (LIS) in 2026,FALSE,LIS,Europe
216408,https://poap.gallery/drops/216408,https://app.poap2rss.com/event/216408?nowarning=1,I passed through Ljubljana Jože Pučnik Airport (LJU) in 2026,FALSE,LJU,Europe
214872,https://poap.gallery/drops/214872,https://app.poap2rss.com/event/214872?nowarning=1,I passed through Murtala Muhammed International Airport (LOS) in 2026,TRUE,LOS,Africa
216418,https://poap.gallery/drops/216418,https://app.poap2rss.com/event/216418?nowarning=1,I passed through El Alto International Airport (LPB) in 2026,FALSE,LPB,South America
214891,https://poap.gallery/drops/214891,https://app.poap2rss.com/event/214891?nowarning=1,I passed through Adolfo Suarez Madrid-Barajas Airport (MAD) in 2026,FALSE,MAD,Europe
214913,https://poap.gallery/drops/214913,https://app.poap2rss.com/event/214913?nowarning=1,I passed through Jose Maria Cordova International Airport (MDE) in 2026,FALSE,MDE,South America
216420,https://poap.gallery/drops/216420,https://app.poap2rss.com/event/216420?nowarning=1,I passed through Memphis International Airport (MEM) in 2026,FALSE,MEM,North America
214925,https://poap.gallery/drops/214925,https://app.poap2rss.com/event/214925?nowarning=1,I passed through Mexico City International Airport (MEX) in 2026,FALSE,MEX,North America
214936,https://poap.gallery/drops/214936,https://app.poap2rss.com/event/214936?nowarning=1,I passed through Miami International Airport (MIA) in 2026,FALSE,MIA,North America
214877,https://poap.gallery/drops/214877,https://app.poap2rss.com/event/214877?nowarning=1,I passed through Ninoy Aquino International Airport (MNL) in 2026,FALSE,MNL,Asia
214923,https://poap.gallery/drops/214923,https://app.poap2rss.com/event/214923?nowarning=1,I passed through General Mariano Escobedo International Airport (MTY) in 2026,FALSE,MTY,North America
218237,https://poap.gallery/drops/218237,https://app.poap2rss.com/event/218237?nowarning=1,I passed through Carrasco International Airport (MVD) in 2026,FALSE,MVD,South America
218242,https://poap.gallery/drops/218242,https://app.poap2rss.com/event/218242?nowarning=1,I passed through Naples International Airport (NAP) in 2026,FALSE,NAP,Europe
214875,https://poap.gallery/drops/214875,https://app.poap2rss.com/event/214875?nowarning=1,I passed through Jomo Kenyatta International Airport (NBO) in 2026,TRUE,NBO,Africa
214907,https://poap.gallery/drops/214907,https://app.poap2rss.com/event/214907?nowarning=1,I passed through Nice Cote d'Azur Airport (NCE) in 2026,FALSE,NCE,Europe
216417,https://poap.gallery/drops/216417,https://app.poap2rss.com/event/216417?nowarning=1,I passed through Navi Mumbai International Airport (NMI) in 2026,FALSE,NMI,Asia
214883,https://poap.gallery/drops/214883,https://app.poap2rss.com/event/214883?nowarning=1,I passed through Narita International Airport (NRT) in 2026,FALSE,NRT,Asia
214930,https://poap.gallery/drops/214930,https://app.poap2rss.com/event/214930?nowarning=1,I passed through Chicago O'Hare International Airport (ORD) in 2026,FALSE,ORD,North America
214898,https://poap.gallery/drops/214898,https://app.poap2rss.com/event/214898?nowarning=1,I passed through Henri Coanda International Airport (OTP) in 2026,FALSE,OTP,Europe
217947,https://poap.gallery/drops/217947,https://app.poap2rss.com/event/217947?nowarning=1,Boarding Pass,FALSE,PASS,
216413,https://poap.gallery/drops/216413,https://app.poap2rss.com/event/216413?nowarning=1,I passed through Phoenix Sky Harbor International Airport (PHX) in 2026,FALSE,PHX,North America
216416,https://poap.gallery/drops/216416,https://app.poap2rss.com/event/216416?nowarning=1,I passed through Václav Havel Airport (PRG) in 2026,FALSE,PRG,Europe
214910,https://poap.gallery/drops/214910,https://app.poap2rss.com/event/214910?nowarning=1,"I passed through Tocumen International Airport, in Panama City, Panama (PTY) in 2026",FALSE,PTY,North America
214882,https://poap.gallery/drops/214882,https://app.poap2rss.com/event/214882?nowarning=1,I passed through Shanghai Pudong International Airport (PVG) in 2026,FALSE,PVG,Asia
214935,https://poap.gallery/drops/214935,https://app.poap2rss.com/event/214935?nowarning=1,I passed through San Diego International Airport (SAN) in 2026,FALSE,SAN,North America
214915,https://poap.gallery/drops/214915,https://app.poap2rss.com/event/214915?nowarning=1,I passed through Santos Dumont Airport (SDU) in 2026,FALSE,SDU,South America
214933,https://poap.gallery/drops/214933,https://app.poap2rss.com/event/214933?nowarning=1,I passed through San Francisco International Airport (SFO) in 2026,FALSE,SFO,North America
218236,https://poap.gallery/drops/218236,https://app.poap2rss.com/event/218236?nowarning=1,I passed through Tan Son Nhat International Airport (SGN) in 2026,FALSE,SGN,Asia
214881,https://poap.gallery/drops/214881,https://app.poap2rss.com/event/214881?nowarning=1,I passed through Shanghai Hongqiao International Airport (SHA) in 2026,FALSE,SHA,Asia
214879,https://poap.gallery/drops/214879,https://app.poap2rss.com/event/214879?nowarning=1,I passed through Singapore Changi Airport (SIN) in 2026,FALSE,SIN,Asia
218240,https://poap.gallery/drops/218240,https://app.poap2rss.com/event/218240?nowarning=1,I passed through Juan Santamaria International Airport (SJO) in 2026,FALSE,SJO,North America
218109,https://poap.gallery/drops/218109,https://app.poap2rss.com/event/218109?nowarning=1,"I passed through Thessaloniki Airport ""Makedonia"" (SKG) in 2026",FALSE,SKG,Europe
214894,https://poap.gallery/drops/214894,https://app.poap2rss.com/event/214894?nowarning=1,I passed through Sofia Airport (SOF) in 2026,FALSE,SOF,Europe
214878,https://poap.gallery/drops/214878,https://app.poap2rss.com/event/214878?nowarning=1,I passed through Sydney Kingsford Airport (SYD) in 2026,TRUE,SYD,Oceania
218110,https://poap.gallery/drops/218110,https://app.poap2rss.com/event/218110?nowarning=1,I passed through Tbilisi International Airport (TBS) in 2026,FALSE,TBS,Europe
216424,https://poap.gallery/drops/216424,https://app.poap2rss.com/event/216424?nowarning=1,I passed through Ben Gurion International Airport (TLV) in 2026,FALSE,TLV,Asia
214876,https://poap.gallery/drops/214876,https://app.poap2rss.com/event/214876?nowarning=1,I passed through Taiwan Taoyuan International Airport (TPE) in 2026,FALSE,TPE,Asia
216409,https://poap.gallery/drops/216409,https://app.poap2rss.com/event/216409?nowarning=1,I passed through Vienna International Airport (VIE) in 2026,FALSE,VIE,Europe
214902,https://poap.gallery/drops/214902,https://app.poap2rss.com/event/214902?nowarning=1,I passed through Warsaw Chopin Airport (WAW) in 2026,FALSE,WAW,Europe
214927,https://poap.gallery/drops/214927,https://app.poap2rss.com/event/214927?nowarning=1,I passed through Montreal-Trudeau International Airport (YUL) in 2026,FALSE,YUL,North America
214926,https://poap.gallery/drops/214926,https://app.poap2rss.com/event/214926?nowarning=1,I passed through Vancouver International Airport (YVR) in 2026,FALSE,YVR,North America
214928,https://poap.gallery/drops/214928,https://app.poap2rss.com/event/214928?nowarning=1,I passed through Toronto Pearson International Airport (YYZ) in 2026,FALSE,YYZ,North America
214893,https://poap.gallery/drops/214893,https://app.poap2rss.com/event/214893?nowarning=1,I passed through Zurich Airport (ZRH) in 2026,FALSE,ZRH,Europe
221803,https://poap.gallery/drops/221803,https://app.poap2rss.com/event/221803?nowarning=1,I passed through Minneapolis-St. Paul International Airport (MSP) in 2026,FALSE,MSP,North America
221806,https://poap.gallery/drops/221806,https://app.poap2rss.com/event/221806?nowarning=1,I passed through LaGuardia Airport (LGA) in 2026,FALSE,LGA,North America
222336,https://poap.gallery/drops/222336,https://app.poap2rss.com/event/222336?nowarning=1,I passed through Seattle-Tacoma International Airport (SEA) in 2026,FALSE,SEA,North America
222420,https://poap.gallery/drops/222420,https://app.poap2rss.com/event/222420?nowarning=1,I passed through Boston Logan International Airport (BOS) in 2026,FALSE,BOS,North America
221805,https://poap.gallery/drops/221805,https://app.poap2rss.com/event/221805?nowarning=1,I passed through Kuala Lumpur International Airport (KUL) in 2026,FALSE,KUL,Asia
222333,https://poap.gallery/drops/222333,https://app.poap2rss.com/event/222333?nowarning=1,I passed through Puerto Escondido International Airport (PXM) in 2026,FALSE,PXM,North America
222334,https://poap.gallery/drops/222334,https://app.poap2rss.com/event/222334?nowarning=1,I passed through Oaxaca International Airport (OAX) in 2026,FALSE,OAX,North America
221804,https://poap.gallery/drops/221804,https://app.poap2rss.com/event/221804?nowarning=1,I passed through Arturo Merino Benítez International Airport (SCL) in 2026,FALSE,SCL,South America